frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
64,-0.18837486,-0.44957125,-0.14198843,-0.077250704,-0.13645670000000001,0.110471696,-0.115977466,0.277376,0.023511007,0.10439301,0.27630734,-0.059993405,0.18876357,-0.07007101,0.13191304,0.16282408,-0.44139338,-0.06840464,0.06314552,0.6367395,0.3857874,-0.16881298,0.60021955,0.30465679999999995,-0.10096702,0.7325008000000001,0.088146865,0.15304656,0.70846486,-0.058167234000000005,0.32218105,0.5077827,-0.12846167,0.4565814,0.61237603,0.0359765,0.039578162,0.77595234,0.03114328,0.11530739,0.9717667999999999,0.10775659,0.13038555,0.838483,0.18150803,0.15871431,0.8821684000000001,0.14821555,0.10085834,0.8937083,0.17762572,0.15357620000000002,0.89677393,0.047815286,0.022934556000000002,0.9230859,0.11435757,-0.005792226642370224,0.2768416702747345,-0.018241198733448986
65,-0.19551957,-0.45023268,-0.1373088,-0.09355632,-0.13025835,0.10687607,-0.116909206,0.2812648,0.020541836,0.10518702,0.27628207,-0.05722442,0.18995076,-0.07112231,0.123544976,0.17698579,-0.44183752,-0.07640464599999999,0.023936924,0.65767527,0.38105136,-0.1933518,0.5920514,0.2863301,-0.092430666,0.73204243,0.08669807,0.17297116,0.7045371,-0.043706607,0.35796425,0.51423,-0.112784885,0.51011026,0.6198074,0.03456018,0.05441089,0.77538896,0.037379064,0.123219274,0.9783697,0.10196247,0.1471037,0.85157806,0.18500224,0.17238282,0.8942379999999999,0.14790425,0.11467953,0.9048086999999999,0.17805561,0.16444848,0.9011096,0.046653725,0.03355343,0.9257312,0.11455206,-0.005861092358827591,0.2787734270095825,-0.01834129169583321
66,-0.21594699999999997,-0.44774342,-0.1337401,-0.10222351,-0.12457302,0.09908,-0.1154487,0.28765976,0.023142383,0.10492427,0.2775539,-0.056993622,0.17451066,-0.08158192,0.10517626,0.16536565,-0.45149269999999997,-0.09395473,0.028074482,0.65556604,0.36008759999999995,-0.18860114,0.5921388000000001,0.26776338,-0.082018115,0.74542165,0.08525365,0.17870574,0.7130398,-0.05144886,0.33153993,0.5020374,-0.13216487,0.4872776,0.600729,0.012124458999999999,0.06566566,0.78613913,0.035881462999999995,0.13897,0.9859698,0.11099891,0.16294684,0.85343033,0.18600360000000002,0.18801844,0.8983278,0.15109077,0.13065434,0.90745854,0.18257383,0.17882873,0.9114665999999999,0.050124727,0.04852149,0.9331176999999999,0.12143227,-0.005262214690446854,0.282606840133667,-0.016925619915127754
67,-0.22053023,-0.45644104,-0.1555385,-0.10702149999999999,-0.13062309,0.07429923,-0.11213446,0.28620905,0.029947385,0.103511356,0.27604303,-0.06008142,0.16459939,-0.09372704,0.0831818,0.15178917,-0.46508136,-0.11218381,0.10344659,0.65990806,0.38540483,-0.12860897,0.6183012,0.31634520000000005,-0.07062265,0.74706507,0.0991133,0.17406115,0.71715826,-0.059912585,0.34254137,0.51966685,-0.13356197,0.486314,0.60650545,0.030716034,0.06733889,0.7861978000000001,0.034837745,0.14793237,0.9829399999999999,0.10647487,0.17424497,0.8487665999999999,0.1771242,0.19778797,0.8937669,0.1414515,0.14286174,0.9032831,0.17680894,0.18201952,0.9090511999999998,0.041541606,0.057483524,0.9315232,0.12191667,-0.004311550408601761,0.2811260223388672,-0.015067016705870628
68,-0.22696832,-0.46490705,-0.12745050000000002,-0.10241399,-0.12802576,0.07627005,-0.10862622,0.2861626,0.036633335,0.10073910000000001,0.27641675,-0.06577846400000001,0.16552588,-0.09278502,0.069445774,0.15256979,-0.46475515,-0.119818114,0.0844992,0.6837156999999999,0.37354854,-0.14199483,0.61710405,0.31880108,-0.06260985,0.7440564000000001,0.10743987599999999,0.18039355,0.7174228,-0.055678315,0.36185938,0.53180677,-0.12310977,0.46744323,0.6348774,0.057398162999999995,0.07544054,0.7842220999999999,0.04024098,0.1604246,0.9817365,0.10175248,0.1996076,0.84851503,0.16796172,0.21670651,0.8938594999999999,0.12906298,0.16762283,0.9023167,0.17236553,0.18596327,0.90835464,0.03292239,0.074429624,0.92869437,0.13073346,-0.003943558782339096,0.2812896966934204,-0.014572564512491224
69,-0.24230538,-0.44978982,-0.11030083,-0.11950152,-0.1139981,0.09668397,-0.11327079,0.29638892,0.024856055,0.10486438,0.27736506,-0.05966808,0.16439573,-0.08350556,0.09482772,0.1427965,-0.449575,-0.105936006,-0.0077294484,0.6520284000000001,0.36931366,-0.21371695,0.5954125,0.25397792,-0.061424165999999995,0.74648815,0.099109784,0.20911345,0.7136446,-0.028199714,0.37484074,0.5152672,-0.11688944,0.49895647,0.58396775,0.07022967,0.09146008,0.7870852,0.055638492000000005,0.14672224,0.99584746,0.11288519,0.18602222,0.8766651,0.20393093,0.20586245,0.91999805,0.1631874,0.14744331,0.9258678,0.19386736,0.19671927,0.91909575,0.060684055,0.06301312,0.934042,0.13038777,-0.004203204065561295,0.28687697649002075,-0.01740601286292076
70,-0.24739896,-0.450496,-0.07187473,-0.120454274,-0.10633415,0.12191488,-0.11423130000000001,0.29960796,0.019585303999999998,0.106055096,0.27315384,-0.060310237,0.16180754,-0.06760665,0.13372932,0.14321494,-0.4482464,-0.040448885,-0.07859000599999999,0.6024187,0.30937222,-0.24840407,0.5733406,0.14026472,-0.05138684,0.7437274,0.08220644,0.22543949,0.69987905,-0.025685502000000002,0.35635015,0.48216248,-0.12702273,0.49478355,0.52260077,0.059102915,0.109076984,0.7792209,0.054839462,0.16520362,0.98469335,0.1156586,0.20845316,0.8645605,0.2039746,0.22669263,0.9084986999999999,0.16306554,0.16933246,0.9135744,0.1959909,0.21416865,0.9090229,0.06139782,0.08275377,0.92184895,0.13566466,-0.004088103771209717,0.2863808870315552,-0.02036246657371521
71,-0.25390565,-0.44862276,-0.07784559,-0.12600486,-0.10550489,0.11413729,-0.113764845,0.3001742,0.020951789,0.10635298,0.27269667,-0.059361000000000004,0.15659466,-0.078712575,0.11397416,0.13851646,-0.4538718,-0.06963791,-0.06812655,0.58976567,0.33052906,-0.24192297,0.57438743,0.16384256,-0.04579611,0.7414135000000001,0.09653926,0.22915560000000001,0.6991991,-0.0146228485,0.35895252,0.48559168,-0.12565263,0.5045781,0.5141592,0.05614351,0.11264872,0.77683973,0.06863416,0.15774009,0.9831653,0.13384494,0.19524879999999997,0.86452353,0.22705206,0.21641052,0.9093127000000001,0.18873337,0.15532461,0.9118544,0.21428657,0.21638897,0.9094276,0.085771285,0.07673189,0.91698706,0.14394836,-0.0037059336900711064,0.28643542528152466,-0.019204605370759964
72,-0.24655537,-0.43650585,-0.11631489999999998,-0.13128023,-0.104565054,0.09634357,-0.11444711,0.30257764,0.021220926,0.10665928,0.27737790000000007,-0.05687947,0.15630579,-0.07810494,0.10100648,0.14624679999999998,-0.43803954,-0.10700932,-0.09247422,0.56633735,0.3267361,-0.24424268,0.5629994,0.1415371,-0.04329336,0.7380549,0.117799535,0.23502932,0.70194286,0.009335473,0.36382620000000004,0.49830407,-0.12166753400000001,0.50085634,0.524303,0.06577905,0.117528565,0.7765218,0.09618071,0.16017513,0.9826273999999999,0.16969801,0.19645646,0.8612379000000001,0.2606315,0.21820667,0.9076622999999999,0.22426869,0.15623763,0.90857327,0.24796559,0.22151079999999998,0.91092384,0.12104546,0.079556204,0.9150845,0.17501816,-0.003893915563821793,0.2899777889251709,-0.01782927103340626
73,-0.24906518,-0.43748072,-0.11640254400000001,-0.13589674,-0.10330704,0.09413132,-0.11543365,0.30249017,0.018697422,0.10773084,0.27792877,-0.05306526599999999,0.15312856,-0.085991636,0.08783016,0.14877574,-0.44301759999999996,-0.12595682,-0.13520016,0.57079655,0.30337206,-0.25097615,0.5581411000000001,0.095838584,-0.051944017,0.737477,0.11100424,0.23214588,0.7006643,0.02030759,0.35260478,0.4842838,-0.09922725,0.49364433,0.53074723,0.079804145,0.10980673,0.7780583999999999,0.10035634,0.13739075,0.98829466,0.16628236,0.17251368,0.8745253000000001,0.2678322,0.19470839999999998,0.9202181999999999,0.23069021,0.13090391,0.91861236,0.24891584,0.20690003,0.9174855,0.12786245,0.06094812,0.9163734,0.16925004,-0.0038514025509357452,0.29020947217941284,-0.017183922231197357
74,-0.2509969,-0.4425111,-0.0920892,-0.13045065,-0.10305433,0.1057037,-0.11439091,0.29975203,0.021634607,0.10697378,0.27538340000000006,-0.05674531,0.15520425,-0.088502645,0.08264162,0.14595445,-0.4503922,-0.12340179,-0.12277238,0.57608503,0.32745159999999995,-0.25164926,0.5576605,0.12814727,-0.047703497000000004,0.73093945,0.12029007,0.23141977,0.6974603,0.018578574,0.35778785,0.49037382,-0.10892585,0.5010249,0.5334013000000001,0.06907331,0.111829236,0.7710146999999999,0.10280781,0.14123255,0.97922385,0.16654001,0.17927453,0.86643946,0.26775452,0.20042375,0.91169596,0.22980197,0.13725588,0.9103019,0.24992514,0.20938942,0.9082577,0.12684093,0.06520242,0.90758467,0.1726795,-0.0037085637450218205,0.28756773471832275,-0.017555352300405502
75,-0.24754173,-0.43833396,-0.091845736,-0.12940577,-0.10108779,0.10815219599999999,-0.11486395,0.29979079999999997,0.020358741,0.10689135,0.27625075,-0.05567746,0.15674104,-0.083868496,0.088505924,0.14722578,-0.44682252,-0.11270066,-0.10775430000000001,0.5895854,0.3294071,-0.25042295,0.55996144,0.14144632,-0.050765432,0.7340291999999999,0.116174124,0.22886246,0.70014536,0.01673017,0.35906154,0.49269903,-0.10453337,0.4996138,0.5394089,0.07392508,0.10884055,0.773933,0.09865505,0.1441056,0.98187274,0.16467793,0.18427052,0.86597276,0.26107827,0.20454764,0.9114026,0.2229174,0.14261603,0.9113494000000001,0.24657011,0.20758204,0.9100975,0.11981900000000001,0.066075325,0.9122751,0.1734912,-0.00398629903793335,0.2880207896232605,-0.01765935868024826
76,-0.25924903,-0.43463668,-0.14378588,-0.14914864,-0.10353249,0.0708136,-0.11537627,0.30228233,0.017946279,0.108246125,0.2799922,-0.047305368,0.14885998,-0.0950032,0.05982649,0.14735228,-0.4519848,-0.15197864,-0.13853529999999997,0.59820557,0.29987198,-0.26371425,0.568916,0.10055655,-0.061703025999999994,0.7443955,0.101992,0.22484386,0.709011,0.021149665,0.36312813,0.49749909999999997,-0.08606649999999999,0.49586472,0.5605142,0.092864774,0.10018379,0.78662956,0.09408098,0.13512436,0.9992734000000001,0.1555598,0.174288,0.88525254,0.25538823,0.194866,0.9297608,0.21577798,0.1328914,0.93081594,0.23949829999999997,0.19802955,0.9256059999999999,0.11258212,0.056000262,0.93040305,0.16573246,-0.003565073013305664,0.2911372780799866,-0.014679544605314732
77,-0.25803813,-0.4347149,-0.14944474,-0.1438387,-0.10490119,0.06286938,-0.114250876,0.30220878,0.022590157000000003,0.10698865,0.2817912,-0.049536496,0.14973484,-0.09613511,0.043384094000000005,0.14661764,-0.44938523,-0.17219546,-0.11741792,0.61345977,0.3105756,-0.25583082,0.56801915,0.12415555,-0.05963541,0.7471125,0.10402916,0.22585835,0.71379775,0.016495652,0.37365443,0.5061338,-0.084455654,0.50305796,0.57376933,0.09483609,0.101906784,0.7907713000000001,0.0903387,0.14180459,1.0045308000000002,0.14880843,0.1872951,0.8900653000000001,0.24549724,0.20520029999999997,0.9343165000000001,0.20422116,0.1453355,0.93611896,0.23289068,0.20004570000000002,0.9300976000000001,0.10104454,0.06256482,0.93654823,0.16527963,-0.0036311112344264975,0.2919999957084656,-0.01347316987812519
78,-0.25878912,-0.43274614,-0.1415918,-0.14262228,-0.10480225,0.071526416,-0.113992706,0.3006047,0.023174489,0.10652634,0.28120846,-0.051375434000000005,0.15611315,-0.09342444,0.049047478,0.14724264,-0.44278175,-0.17183161,-0.1243769,0.616881,0.3213558,-0.26643598,0.578328,0.13583791,-0.058271065,0.74427354,0.10590266,0.22648877,0.7095206999999999,0.0141252875,0.38701183,0.51269054,-0.09094187,0.5218612,0.5731909000000001,0.08782338,0.10339205,0.786194,0.088804424,0.14779529,0.99939245,0.14333017,0.19481738,0.88579124,0.23973866,0.21193075,0.92901874,0.19727151,0.1533146,0.93232965,0.22816198,0.20271605,0.9235040000000001,0.09470882,0.06803334,0.9332503000000001,0.16382283,-0.003733184188604355,0.2909065783023834,-0.014100472442805769
79,-0.25532573,-0.42264262,-0.1344504,-0.14281483,-0.10118184,0.08792416,-0.11521281,0.3004167,0.018897254,0.107742794,0.27882612,-0.050432662999999996,0.15404086,-0.08715451,0.07669323,0.13975973,-0.43177897,-0.14915472,-0.13504167,0.6224656999999999,0.3311933,-0.27541593,0.5881846,0.14362578,-0.055528167999999996,0.73908025,0.10982536,0.22991583,0.7034204000000001,0.02061307,0.40106615,0.5208867,-0.092808604,0.52716804,0.57547134,0.09410192,0.10634361,0.7785356999999999,0.094698995,0.15330929999999998,0.98974776,0.15156029999999998,0.19477347,0.8751179,0.24861938,0.21421017,0.9180190999999999,0.20706889999999997,0.15474659,0.92246526,0.23605412,0.20803486,0.9132103000000001,0.104470536,0.07170612,0.9254129000000001,0.16927102,-0.0037350095808506008,0.28962141275405884,-0.01576770469546318
80,-0.25559570000000004,-0.42466295,-0.13674009,-0.14490832,-0.10201287,0.086037986,-0.11550056,0.3001884,0.018208578,0.10836237,0.27814770000000005,-0.049836982,0.15224738,-0.08763355,0.08139497,0.1384568,-0.42830008,-0.15082222,-0.1182454,0.6389244000000001,0.34526777,-0.2719395,0.59551334,0.16933501,-0.05390191,0.7404381,0.10972907400000001,0.23084274,0.70455813,0.01835261,0.41204697,0.5286944,-0.088809,0.52379686,0.5803722,0.10857401,0.10753258,0.7788185999999999,0.09145559,0.16098252,0.988908,0.14812014,0.20177138,0.872132,0.24255875,0.22122686,0.91474533,0.20074111,0.1629664,0.9208459000000001,0.23182563,0.2113486,0.9112655999999999,0.098458625,0.0777678,0.9270801,0.16794603,-0.003569096326828003,0.2891680598258972,-0.015814201906323433
81,-0.25180697,-0.42746073,-0.1171284,-0.13935493,-0.10140342,0.09996807,-0.115960225,0.29696774,0.017744862,0.108410195,0.27604878,-0.050742075,0.15663819,-0.089002505,0.07994935,0.13676764,-0.4316127,-0.1500309,-0.17171144,0.61889267,0.32822937,-0.29093933,0.59496886,0.12501374,-0.058374237,0.73170877,0.10843403,0.22948639,0.6962037,0.031338755,0.41614579999999995,0.52503014,-0.0759505,0.5379885,0.5723411999999999,0.11692482,0.10400821,0.7692920999999999,0.100254945,0.15554239,0.97766525,0.15859179,0.19835424,0.8610329999999999,0.25190413,0.21697518,0.903767,0.21023792,0.15930688,0.9094707000000001,0.24228188,0.20534688,0.9007189,0.10867524,0.0732391,0.9155416999999999,0.17984906,-0.0037750154733657846,0.2865082621574402,-0.016498606652021408
82,-0.24980888,-0.43612915,-0.097211435,-0.13410296,-0.102195315,0.108234,-0.11554195,0.29576063,0.018803616999999998,0.10790744,0.27452126,-0.052326683,0.15672664,-0.09271567,0.07721415,0.13771865,-0.44154507,-0.14654776,-0.16721573,0.61006206,0.33251283,-0.29475635,0.6076765000000001,0.1314516,-0.056362077999999996,0.73338234,0.104972325,0.22893162,0.6936623000000001,0.021830328,0.41712397,0.524814,-0.08786139,0.5525919,0.5696230999999999,0.09778943,0.10607969,0.76755124,0.09289227,0.16407208,0.97356594,0.15095747,0.20971847,0.8548462,0.24001947,0.2267198,0.8975605,0.19782333,0.17136048,0.90422,0.23348013,0.2086944,0.89627075,0.09744431,0.08169034,0.9130896999999999,0.17665774,-0.003817256540060043,0.2851409316062927,-0.01676153391599655
83,-0.25503626,-0.43734127,-0.09974973,-0.1396078,-0.10101309,0.10354144,-0.115276806,0.29898587,0.017518122,0.10790181,0.27526809999999996,-0.050988857,0.15382929,-0.093038075,0.07866227,0.1347151,-0.44784700000000005,-0.13736539,-0.1528263,0.6115552,0.32148558,-0.29101676,0.6093755999999999,0.12688553,-0.056953027999999996,0.7413008000000001,0.09695902,0.22771113,0.6975828000000001,0.011515751999999999,0.3950474,0.5106107,-0.10409408,0.5393602,0.55045694,0.075309485,0.10582433,0.7746102,0.08488627,0.16346557,0.9803021000000001,0.15045135,0.19884934,0.8589153,0.24085331,0.22028543,0.90231216,0.20129164,0.16171971,0.9090642,0.23137310000000003,0.21238577,0.90326047,0.09923092,0.07816893,0.92034817,0.16636494,-0.003687497228384018,0.28712698817253113,-0.016735367476940155
84,-0.25221616,-0.43668208,-0.100029044,-0.13366704,-0.10390428,0.11031652,-0.11515113,0.2978648,0.017985102,0.107363865,0.27553803,-0.052895315,0.15774564,-0.09051791,0.088594,0.13382623,-0.44899923,-0.12377448,-0.14488041,0.621863,0.34136963,-0.29070318,0.6110289000000001,0.15035635,-0.062179208,0.74322486,0.08875969,0.22265631,0.69930685,-0.0022009835,0.39414040000000006,0.5076581,-0.10463412,0.540814,0.54741883,0.075114906,0.10018863,0.7779069000000001,0.07010593,0.15903799,0.98569834,0.12826717,0.1949622,0.8669559000000001,0.22148588,0.21603714,0.90903103,0.18025602,0.15795438,0.9170546999999999,0.21099673,0.20663099999999998,0.9069424999999999,0.07832722,0.073495425,0.9268040000000001,0.14704652,-0.0038936324417591095,0.28670141100883484,-0.01745510660111904
85,-0.25135604,-0.45702145,-0.061379768,-0.12060749,-0.10930039999999999,0.117445335,-0.11267722,0.292674,0.024240749,0.10499985,0.271167,-0.05953966,0.1665556,-0.092584684,0.08319706,0.14419064,-0.46518242,-0.10570871,-0.14252825,0.6144272,0.37672487,-0.28434740000000003,0.61306274,0.18110864,-0.060155883,0.7346467,0.091183655,0.21672985,0.6942309,-0.014762543000000001,0.39247754,0.5104923,-0.120976,0.55302835,0.5432639,0.048875377000000005,0.097915106,0.76871324,0.0630825,0.15475452,0.9737136000000001,0.12230077,0.19792637,0.85394156,0.20998682,0.21596847,0.8972428,0.16920371,0.1595713,0.90313035,0.20296353,0.20127119,0.8976318999999999,0.06835632,0.07241339999999999,0.91264004,0.14405467,-0.0038386844098567963,0.2819204926490784,-0.01764945685863495
86,-0.2620319,-0.45725924,-0.0636794,-0.12651779,-0.11004177,0.120108634,-0.11396781,0.2927004,0.020348417,0.10768305,0.26814723,-0.05625055,0.15631656,-0.09875394400000001,0.09139748,0.15022464,-0.47168466,-0.10560247,-0.10167595,0.63399833,0.34971172,-0.26895475,0.57928723,0.18484406,-0.05709129,0.7246798000000001,0.10096551,0.21904252,0.6879715000000001,-0.0060468530000000005,0.3698575,0.4908936,-0.12619348,0.5197125,0.52048796,0.052778643,0.10108963,0.7612999,0.07544307,0.15844236,0.96253353,0.14693388,0.19027592,0.8382851999999998,0.23310618,0.21332800000000002,0.88268924,0.19606844,0.15401769,0.8887666999999999,0.22451834,0.20839001,0.88768554,0.09420419,0.07365726,0.9027828000000001,0.15812567,-0.003142382949590683,0.2804238200187683,-0.017951067537069317
87,-0.24601288,-0.46388412,-0.10914077,-0.11545438,-0.12152806,0.08623832,-0.11259905,0.29089943,0.027225107000000002,0.105447926,0.2717613,-0.058457155,0.15702127,-0.101495914,0.06602493,0.14294444,-0.47962236,-0.11807094,-0.11219454599999999,0.634812,0.33819294,-0.26977575,0.5867880999999999,0.16483784,-0.05517826,0.7337956,0.098004475,0.21917722,0.6948377,-0.008970233000000001,0.38375908,0.5037994,-0.11793098,0.53315145,0.57885915,0.045636043,0.10274305,0.76933557,0.07108372,0.16008672,0.97385067,0.12854727,0.19925712,0.8558315000000001,0.22130781,0.21927968,0.8983585999999999,0.18024110000000002,0.16136105,0.9050809000000001,0.21140657,0.20897469,0.89648795,0.07852186,0.07719589,0.9132246999999999,0.14830126,-0.003575563430786133,0.2813303470611572,-0.015616023913025856
88,-0.21751244,-0.46249324,-0.16928788,-0.12419696,-0.12407056,0.048912127,-0.116317675,0.28872985,0.021567341,0.10823789,0.27686137,-0.046427984000000005,0.14492829,-0.11179108,0.03077454,0.14657998,-0.472121,-0.1840385,-0.14881784,0.6160536,0.34875736,-0.30113146,0.597582,0.16524231,-0.075256325,0.73554367,0.106275074,0.20923984,0.70223445,0.015801758,0.40740103,0.534212,-0.08157131,0.56044847,0.62780905,0.06950109,0.08583094,0.775261,0.087125786,0.14365855,0.9843321,0.13739859,0.19706681,0.86765385,0.22556996,0.21038058,0.9097040999999999,0.18125765,0.15790638,0.91672945,0.22101439999999997,0.18451983,0.9061126,0.08257909,0.063973755,0.92388856,0.17056268,-0.004039891064167023,0.28279560804367065,-0.012430321425199509
89,-0.22386582,-0.47533333,-0.22588572,-0.13139486,-0.13255696,-0.003967317,-0.11474016,0.2832592,0.027450725,0.10852093,0.2776294,-0.044336400000000005,0.14171535,-0.12482656,-0.034702376,0.13796549,-0.47397253,-0.2750362,-0.17915317,0.631637,0.33926138,-0.3258713,0.6050770000000001,0.15012057,-0.09528056,0.7390137,0.09946535,0.18557549,0.7227393,0.0135255335,0.3947909,0.5804436,-0.09954575,0.5380682,0.6771585,0.060003865999999996,0.060061112,0.7841311,0.085961126,0.103132784,0.99213076,0.15196006,0.14267512,0.8731882,0.24527934,0.16290098,0.9178177,0.20630126,0.102993876,0.9211110999999998,0.23420675,0.15832898,0.9177581,0.10362427,0.022046122999999997,0.92715967,0.16526577,-0.003109615296125412,0.28044432401657104,-0.008442837744951248
90,-0.22453871,-0.48579750000000005,-0.20602539,-0.11983519,-0.13861543,0.0009642992999999999,-0.11210930000000001,0.27517800000000003,0.03271243,0.10729564,0.27332540000000005,-0.046823245,0.12968738,-0.12993303,-0.06187457,0.12850678,-0.49030703,-0.28277457,-0.13506171,0.6852351999999999,0.3792124,-0.2937888,0.5880659,0.22854989999999997,-0.10254737,0.72625923,0.10475457,0.16856384,0.7222441999999999,0.004484674,0.38218045,0.5845536,-0.098421365,0.5125018,0.6961181,0.059206142999999996,0.044094127000000004,0.7777585,0.07842341,0.07253547,0.9884663,0.13232714,0.120156795,0.8782578999999999,0.23132835,0.13738638,0.9221283000000001,0.19057193,0.07739177,0.92236197,0.21809208,0.13292961,0.9163357,0.08832891,-0.0023745098,0.91910064,0.14924103,-0.002406831830739975,0.27425169944763184,-0.007055407389998436
91,-0.23039728,-0.47705024,-0.21887566,-0.11934732,-0.13560988,-0.007232095,-0.111618996,0.27632856,0.03483756,0.10636398,0.27922509999999995,-0.046690225999999994,0.13328815,-0.12306046,-0.07528034,0.1337158,-0.47701606,-0.30518466,-0.104952306,0.6910149999999999,0.3975126,-0.27039677,0.5784722,0.2644796,-0.11530383,0.73076683,0.11032897,0.15417734,0.73031294,-0.0055700764,0.35456923,0.568353,-0.105001666,0.49821824,0.68959594,0.03235726,0.029513385,0.78907585,0.07230903,0.05563436,1.0064950000000001,0.10918961,0.11065286,0.9047752,0.21405947,0.124653965,0.94571173,0.16874456,0.06620863,0.94738185,0.19964543,0.114621244,0.93141866,0.06738786,-0.017743441999999998,0.93751884,0.13558199999999998,-0.002627506852149964,0.277776837348938,-0.005926333367824554
92,-0.22320616,-0.4829959,-0.20505483,-0.116580926,-0.13676566,0.0011274549,-0.11309464,0.2762989,0.030555455,0.10737682,0.27703542,-0.043832023,0.13110657,-0.12634982,-0.06362451,0.12845731,-0.48790225,-0.2812005,-0.16610228,0.6591507,0.36777222,-0.31827992,0.5823132,0.19920495,-0.12303762,0.7302496,0.09198661,0.15311256,0.7329222,0.0021626735,0.36192778,0.58675873,-0.10130805,0.48678103,0.6864255,0.06752016,0.023887578,0.78696877,0.07164642,0.043185445999999995,1.0010777,0.119870566,0.08369545,0.8960319,0.22799299999999997,0.10364103,0.93890417,0.18709081,0.041138448,0.9384469999999999,0.20850219,0.1096326,0.92865133,0.08497296,-0.03143821,0.9300951,0.13221022,-0.0028589107096195217,0.2766671776771545,-0.006638283841311932
93,-0.22039387,-0.46754408,-0.25570425,-0.11963208,-0.13169482,-0.035424184,-0.112178266,0.27266538,0.03474035,0.1068454,0.28015044,-0.041787546,0.12143767,-0.11360735,-0.12319571,0.122431025,-0.45378548,-0.36816895,-0.14352694,0.7214187,0.35315475,-0.30230135,0.58791465,0.23978396,-0.13199916,0.7338697,0.10261848,0.13804373,0.74372494,0.0061170496,0.34283096,0.5968745,-0.10109897,0.45547953,0.7232335999999999,0.05328195,0.009378107,0.79493475,0.076602936,0.020909451000000003,1.0129788,0.11043787,0.05429056,0.9166436,0.22937633,0.07668589,0.95742303,0.18742126,0.012477108999999998,0.95646244,0.20329706,0.09203696,0.94035125,0.0866165,-0.052681066,0.9407063,0.121206954,-0.0026664324104785924,0.2764078974723816,-0.0035235974937677383
94,-0.23094201,-0.46547496,-0.27932492,-0.13218455,-0.1323505,-0.05317904,-0.11214281599999999,0.26674390000000003,0.03429799,0.10782201,0.27491720000000003,-0.039003912,0.124855146,-0.11605743,-0.1319631,0.13126358,-0.45370649999999996,-0.38112959999999996,-0.15024078,0.7231055999999999,0.34432733,-0.31694615,0.58642113,0.24685479999999999,-0.13488771,0.7175129,0.10854936,0.13129365,0.73928726,0.019722205,0.35836038,0.6359252,-0.09067810000000001,0.45812333,0.746258,0.08442057,0.0005859174,0.7800838999999999,0.087682985,-0.0064550630000000005,0.99366546,0.13351648,0.004888298,0.8911331,0.25063264,0.033376515,0.9365169,0.21894613,-0.032277115,0.92971087,0.2174774,0.074819796,0.92879915,0.124356315,-0.07229339,0.9165766,0.12140716,-0.0021604038774967194,0.27083054184913635,-0.0023529604077339172
95,-0.22580765,-0.45961773,-0.28953707,-0.13664176,-0.13094434,-0.053746432000000004,-0.11616477,0.26935180000000003,0.024107728,0.1095606,0.27347875,-0.030413257000000003,0.1333412,-0.12037357,-0.10518775,0.14729513,-0.4589255,-0.3523821,-0.18657458,0.69240147,0.33022815,-0.33288836,0.55970854,0.20078912,-0.13924098,0.7115741,0.10185367,0.13740471,0.7338791,0.04098959,0.37325105,0.6244529999999999,-0.044817275999999996,0.47573423,0.7316193,0.13184771,-0.0008235164,0.7754829000000001,0.09646565,-0.014265815,0.98804116,0.14251277,-0.02060346,0.8851440999999999,0.2595772,0.012096721999999999,0.9309146999999999,0.23314667,-0.052407112,0.9235379000000001,0.22114198,0.068291724,0.9239950000000001,0.14625335,-0.07648976,0.9104742,0.12006742,-0.003302086144685745,0.2714152932167053,-0.0031527644023299213
96,-0.21064234,-0.4612434,-0.3060613,-0.13185804,-0.12940322,-0.069955796,-0.11725131,0.26826948,0.021986485,0.110036485,0.27497977,-0.024721982000000003,0.12852308,-0.11624402,-0.11950786,0.14883122,-0.45569485,-0.3652351,-0.19929147,0.6852083000000001,0.28550133,-0.33102614,0.53761584,0.15983063,-0.15338314,0.717765,0.08597729,0.12199091,0.7407533000000001,0.030616752999999997,0.3358846,0.5929646,-0.05629096,0.43784845,0.7306384,0.09405741,-0.01648111,0.7848909000000001,0.085447274,-0.031828716,0.9986539000000001,0.14130746,-0.043657113,0.8876613999999999,0.2512532,-0.009676747,0.9350275,0.22928892,-0.073790275,0.9289181000000001,0.21422262,0.049810375999999996,0.933889,0.14425504,-0.093326904,0.9228453000000001,0.111145414,-0.0036074109375476846,0.2716246247291565,-0.0013677487149834633
