frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,0.042591304,-0.45845807,0.18516006,0.18681182,-0.05548957,0.20057882,-0.07725351,0.2558497,0.07641314,0.062337115,0.25333285,-0.11809068,0.18691304,-0.14058189,-0.013777344,0.064563334,-0.552451,-0.111488014,-0.16167562,0.484274,0.47780722,-0.28410175,0.5262362,0.25936234,-0.1592454,0.6725083,0.059454437,0.06201625,0.6898746,-0.13048841,0.27903253,0.5452528,-0.22210373,0.4542943,0.5914741,-0.055052172,-0.04475566,0.7355105,-0.026892833,-0.040643364,0.9440282,-0.010096442,0.040982317,0.85786235,0.085254125,0.042745117,0.8968042,0.03798489,-0.009077024,0.89350796,0.07773838,0.018526103,0.8757008,-0.056830272,-0.09622772,0.87061346,0.03106438,-0.007458198815584183,0.25459128618240356,-0.020838771015405655
